image,xml,frame_index,source,has_object
ball_test_20260730_172702_f00000200_t0000006936.jpg,ball_test_20260730_172702_f00000200_t0000006936.xml,200,tracker,1
ball_test_20260730_172702_f00000210_t0000007283.jpg,ball_test_20260730_172702_f00000210_t0000007283.xml,210,tracker,1
ball_test_20260730_172702_f00000220_t0000007630.jpg,ball_test_20260730_172702_f00000220_t0000007630.xml,220,tracker,1
ball_test_20260730_172702_f00000230_t0000007977.jpg,ball_test_20260730_172702_f00000230_t0000007977.xml,230,tracker,1
ball_test_20260730_172702_f00000240_t0000008324.jpg,ball_test_20260730_172702_f00000240_t0000008324.xml,240,tracker,1
ball_test_20260730_172702_f00000250_t0000008671.jpg,ball_test_20260730_172702_f00000250_t0000008671.xml,250,tracker,1
ball_test_20260730_172702_f00000260_t0000009017.jpg,ball_test_20260730_172702_f00000260_t0000009017.xml,260,tracker,1
ball_test_20260730_172702_f00000270_t0000009364.jpg,ball_test_20260730_172702_f00000270_t0000009364.xml,270,tracker,1
ball_test_20260730_172702_f00000280_t0000009711.jpg,ball_test_20260730_172702_f00000280_t0000009711.xml,280,tracker,1
ball_test_20260730_172702_f00000290_t0000010058.jpg,ball_test_20260730_172702_f00000290_t0000010058.xml,290,tracker,1
ball_test_20260730_172702_f00000300_t0000010405.jpg,ball_test_20260730_172702_f00000300_t0000010405.xml,300,tracker,1
ball_test_20260730_172702_f00000310_t0000010752.jpg,ball_test_20260730_172702_f00000310_t0000010752.xml,310,tracker,1
ball_test_20260730_172702_f00000320_t0000011098.jpg,ball_test_20260730_172702_f00000320_t0000011098.xml,320,tracker,1
ball_test_20260730_172702_f00000330_t0000011445.jpg,ball_test_20260730_172702_f00000330_t0000011445.xml,330,tracker,1
ball_test_20260730_172702_f00000340_t0000011792.jpg,ball_test_20260730_172702_f00000340_t0000011792.xml,340,tracker,1
ball_test_20260730_172702_f00000350_t0000012139.jpg,ball_test_20260730_172702_f00000350_t0000012139.xml,350,tracker,1
ball_test_20260730_172702_f00000360_t0000012486.jpg,ball_test_20260730_172702_f00000360_t0000012486.xml,360,tracker,1
ball_test_20260730_172702_f00000370_t0000012833.jpg,ball_test_20260730_172702_f00000370_t0000012833.xml,370,tracker,1
ball_test_20260730_172702_f00000380_t0000013179.jpg,ball_test_20260730_172702_f00000380_t0000013179.xml,380,tracker,1
ball_test_20260730_172702_f00000390_t0000013526.jpg,ball_test_20260730_172702_f00000390_t0000013526.xml,390,tracker,1
ball_test_20260730_172702_f00000400_t0000013873.jpg,ball_test_20260730_172702_f00000400_t0000013873.xml,400,tracker,1
ball_test_20260730_172702_f00000410_t0000014220.jpg,ball_test_20260730_172702_f00000410_t0000014220.xml,410,tracker,1
ball_test_20260730_172702_f00000420_t0000014567.jpg,ball_test_20260730_172702_f00000420_t0000014567.xml,420,tracker,1
ball_test_20260730_172702_f00000430_t0000014913.jpg,ball_test_20260730_172702_f00000430_t0000014913.xml,430,tracker,1
ball_test_20260730_172702_f00000440_t0000015260.jpg,ball_test_20260730_172702_f00000440_t0000015260.xml,440,tracker,1
ball_test_20260730_172702_f00000450_t0000015607.jpg,ball_test_20260730_172702_f00000450_t0000015607.xml,450,tracker,1
ball_test_20260730_172702_f00000460_t0000015954.jpg,ball_test_20260730_172702_f00000460_t0000015954.xml,460,tracker,1
ball_test_20260730_172702_f00000470_t0000016301.jpg,ball_test_20260730_172702_f00000470_t0000016301.xml,470,tracker,1
ball_test_20260730_172702_f00000480_t0000016648.jpg,ball_test_20260730_172702_f00000480_t0000016648.xml,480,tracker,1
ball_test_20260730_172702_f00000490_t0000016994.jpg,ball_test_20260730_172702_f00000490_t0000016994.xml,490,tracker,1
ball_test_20260730_172702_f00000500_t0000017341.jpg,ball_test_20260730_172702_f00000500_t0000017341.xml,500,tracker,1
ball_test_20260730_172702_f00000510_t0000017688.jpg,ball_test_20260730_172702_f00000510_t0000017688.xml,510,tracker,1
ball_test_20260730_172702_f00000520_t0000018035.jpg,ball_test_20260730_172702_f00000520_t0000018035.xml,520,tracker,1
ball_test_20260730_172702_f00000530_t0000018382.jpg,ball_test_20260730_172702_f00000530_t0000018382.xml,530,tracker,1
ball_test_20260730_172702_f00000540_t0000018729.jpg,ball_test_20260730_172702_f00000540_t0000018729.xml,540,tracker,1
ball_test_20260730_172702_f00000550_t0000019075.jpg,ball_test_20260730_172702_f00000550_t0000019075.xml,550,tracker,1
ball_test_20260730_172702_f00000560_t0000019422.jpg,ball_test_20260730_172702_f00000560_t0000019422.xml,560,tracker,1
ball_test_20260730_172702_f00000570_t0000019769.jpg,ball_test_20260730_172702_f00000570_t0000019769.xml,570,tracker,1
ball_test_20260730_172702_f00000580_t0000020116.jpg,ball_test_20260730_172702_f00000580_t0000020116.xml,580,tracker,1
ball_test_20260730_172702_f00000590_t0000020463.jpg,ball_test_20260730_172702_f00000590_t0000020463.xml,590,tracker,1
ball_test_20260730_172702_f00000600_t0000020809.jpg,ball_test_20260730_172702_f00000600_t0000020809.xml,600,tracker,1
ball_test_20260730_172702_f00000610_t0000021156.jpg,ball_test_20260730_172702_f00000610_t0000021156.xml,610,tracker,1
ball_test_20260730_172702_f00000620_t0000021503.jpg,ball_test_20260730_172702_f00000620_t0000021503.xml,620,tracker,1
ball_test_20260730_172702_f00000630_t0000021850.jpg,ball_test_20260730_172702_f00000630_t0000021850.xml,630,tracker,1
ball_test_20260730_172702_f00000640_t0000022197.jpg,ball_test_20260730_172702_f00000640_t0000022197.xml,640,tracker,1
ball_test_20260730_172702_f00000650_t0000022544.jpg,ball_test_20260730_172702_f00000650_t0000022544.xml,650,tracker,1
ball_test_20260730_172702_f00000660_t0000022890.jpg,ball_test_20260730_172702_f00000660_t0000022890.xml,660,tracker,1
ball_test_20260730_172702_f00000670_t0000023237.jpg,ball_test_20260730_172702_f00000670_t0000023237.xml,670,tracker,1
ball_test_20260730_172702_f00000680_t0000023584.jpg,ball_test_20260730_172702_f00000680_t0000023584.xml,680,tracker,1
ball_test_20260730_172702_f00000690_t0000023931.jpg,ball_test_20260730_172702_f00000690_t0000023931.xml,690,tracker,1
ball_test_20260730_172702_f00000700_t0000024278.jpg,ball_test_20260730_172702_f00000700_t0000024278.xml,700,tracker,1
ball_test_20260730_172702_f00000710_t0000024625.jpg,ball_test_20260730_172702_f00000710_t0000024625.xml,710,tracker,1
ball_test_20260730_172702_f00000720_t0000024971.jpg,ball_test_20260730_172702_f00000720_t0000024971.xml,720,tracker,1
ball_test_20260730_172702_f00000730_t0000025318.jpg,ball_test_20260730_172702_f00000730_t0000025318.xml,730,tracker,1
ball_test_20260730_172702_f00000740_t0000025665.jpg,ball_test_20260730_172702_f00000740_t0000025665.xml,740,tracker,1
ball_test_20260730_172702_f00000750_t0000026012.jpg,ball_test_20260730_172702_f00000750_t0000026012.xml,750,tracker,1
ball_test_20260730_172702_f00000760_t0000026359.jpg,ball_test_20260730_172702_f00000760_t0000026359.xml,760,tracker,1
ball_test_20260730_172702_f00000770_t0000026706.jpg,ball_test_20260730_172702_f00000770_t0000026706.xml,770,tracker,1
ball_test_20260730_172702_f00000780_t0000027052.jpg,ball_test_20260730_172702_f00000780_t0000027052.xml,780,tracker,1
ball_test_20260730_172702_f00000790_t0000027399.jpg,ball_test_20260730_172702_f00000790_t0000027399.xml,790,tracker,1
ball_test_20260730_172702_f00000800_t0000027746.jpg,ball_test_20260730_172702_f00000800_t0000027746.xml,800,tracker,1
ball_test_20260730_172702_f00000810_t0000028093.jpg,ball_test_20260730_172702_f00000810_t0000028093.xml,810,tracker,1
ball_test_20260730_172702_f00000820_t0000028440.jpg,ball_test_20260730_172702_f00000820_t0000028440.xml,820,tracker,1
ball_test_20260730_172702_f00000830_t0000028786.jpg,ball_test_20260730_172702_f00000830_t0000028786.xml,830,tracker,1
ball_test_20260730_172702_f00000840_t0000029133.jpg,ball_test_20260730_172702_f00000840_t0000029133.xml,840,tracker,1
ball_test_20260730_172702_f00000850_t0000029480.jpg,ball_test_20260730_172702_f00000850_t0000029480.xml,850,tracker,1
ball_test_20260730_172702_f00000860_t0000029827.jpg,ball_test_20260730_172702_f00000860_t0000029827.xml,860,tracker,1
ball_test_20260730_172702_f00000870_t0000030174.jpg,ball_test_20260730_172702_f00000870_t0000030174.xml,870,tracker,1
ball_test_20260730_172702_f00000880_t0000030521.jpg,ball_test_20260730_172702_f00000880_t0000030521.xml,880,tracker,1
ball_test_20260730_172702_f00000890_t0000030867.jpg,ball_test_20260730_172702_f00000890_t0000030867.xml,890,tracker,1
ball_test_20260730_172702_f00000900_t0000031214.jpg,ball_test_20260730_172702_f00000900_t0000031214.xml,900,tracker,1
ball_test_20260730_172702_f00000910_t0000031561.jpg,ball_test_20260730_172702_f00000910_t0000031561.xml,910,tracker,1
ball_test_20260730_172702_f00000920_t0000031908.jpg,ball_test_20260730_172702_f00000920_t0000031908.xml,920,tracker,1
ball_test_20260730_172702_f00000930_t0000032255.jpg,ball_test_20260730_172702_f00000930_t0000032255.xml,930,tracker,1
ball_test_20260730_172702_f00000940_t0000032602.jpg,ball_test_20260730_172702_f00000940_t0000032602.xml,940,tracker,1
ball_test_20260730_172702_f00000950_t0000032948.jpg,ball_test_20260730_172702_f00000950_t0000032948.xml,950,tracker,1
ball_test_20260730_172702_f00000960_t0000033295.jpg,ball_test_20260730_172702_f00000960_t0000033295.xml,960,tracker,1
ball_test_20260730_172702_f00000970_t0000033642.jpg,ball_test_20260730_172702_f00000970_t0000033642.xml,970,tracker,1
ball_test_20260730_172702_f00000980_t0000033989.jpg,ball_test_20260730_172702_f00000980_t0000033989.xml,980,tracker,1
ball_test_20260730_172702_f00000990_t0000034336.jpg,ball_test_20260730_172702_f00000990_t0000034336.xml,990,tracker,1
ball_test_20260730_172702_f00001000_t0000034682.jpg,ball_test_20260730_172702_f00001000_t0000034682.xml,1000,tracker,1
ball_test_20260730_172702_f00001010_t0000035029.jpg,ball_test_20260730_172702_f00001010_t0000035029.xml,1010,tracker,1
ball_test_20260730_172702_f00001020_t0000035376.jpg,ball_test_20260730_172702_f00001020_t0000035376.xml,1020,tracker,1
ball_test_20260730_172702_f00001030_t0000035723.jpg,ball_test_20260730_172702_f00001030_t0000035723.xml,1030,tracker,1
ball_test_20260730_172702_f00001040_t0000036070.jpg,ball_test_20260730_172702_f00001040_t0000036070.xml,1040,tracker,1
ball_test_20260730_172702_f00001050_t0000036417.jpg,ball_test_20260730_172702_f00001050_t0000036417.xml,1050,tracker,1
ball_test_20260730_172702_f00001060_t0000036763.jpg,ball_test_20260730_172702_f00001060_t0000036763.xml,1060,tracker,1
ball_test_20260730_172702_f00001070_t0000037110.jpg,ball_test_20260730_172702_f00001070_t0000037110.xml,1070,tracker,1
ball_test_20260730_172702_f00001080_t0000037457.jpg,ball_test_20260730_172702_f00001080_t0000037457.xml,1080,tracker,1
ball_test_20260730_172702_f00001090_t0000037804.jpg,ball_test_20260730_172702_f00001090_t0000037804.xml,1090,tracker,1
ball_test_20260730_172702_f00001100_t0000038151.jpg,ball_test_20260730_172702_f00001100_t0000038151.xml,1100,tracker,1
ball_test_20260730_172702_f00001110_t0000038498.jpg,ball_test_20260730_172702_f00001110_t0000038498.xml,1110,tracker,1
ball_test_20260730_172702_f00001120_t0000038844.jpg,ball_test_20260730_172702_f00001120_t0000038844.xml,1120,tracker,1
ball_test_20260730_172702_f00001130_t0000039191.jpg,ball_test_20260730_172702_f00001130_t0000039191.xml,1130,tracker,1
ball_test_20260730_172702_f00001140_t0000039538.jpg,ball_test_20260730_172702_f00001140_t0000039538.xml,1140,tracker,1
ball_test_20260730_172702_f00001150_t0000039885.jpg,ball_test_20260730_172702_f00001150_t0000039885.xml,1150,tracker,1
ball_test_20260730_172702_f00001160_t0000040232.jpg,ball_test_20260730_172702_f00001160_t0000040232.xml,1160,tracker,1
ball_test_20260730_172702_f00001170_t0000040579.jpg,ball_test_20260730_172702_f00001170_t0000040579.xml,1170,tracker,1
ball_test_20260730_172702_f00001180_t0000040925.jpg,ball_test_20260730_172702_f00001180_t0000040925.xml,1180,tracker,1
ball_test_20260730_172702_f00001190_t0000041272.jpg,ball_test_20260730_172702_f00001190_t0000041272.xml,1190,tracker,1
ball_test_20260730_172702_f00001200_t0000041619.jpg,ball_test_20260730_172702_f00001200_t0000041619.xml,1200,tracker,1
ball_test_20260730_172702_f00001210_t0000041966.jpg,ball_test_20260730_172702_f00001210_t0000041966.xml,1210,tracker,1
ball_test_20260730_172702_f00001220_t0000042313.jpg,ball_test_20260730_172702_f00001220_t0000042313.xml,1220,tracker,1
ball_test_20260730_172702_f00001230_t0000042659.jpg,ball_test_20260730_172702_f00001230_t0000042659.xml,1230,tracker,1
ball_test_20260730_172702_f00001240_t0000043006.jpg,ball_test_20260730_172702_f00001240_t0000043006.xml,1240,tracker,1
ball_test_20260730_172702_f00001250_t0000043353.jpg,ball_test_20260730_172702_f00001250_t0000043353.xml,1250,tracker,1
ball_test_20260730_172702_f00001260_t0000043700.jpg,ball_test_20260730_172702_f00001260_t0000043700.xml,1260,tracker,1
ball_test_20260730_172702_f00001270_t0000044047.jpg,ball_test_20260730_172702_f00001270_t0000044047.xml,1270,tracker,1
ball_test_20260730_172702_f00001280_t0000044394.jpg,ball_test_20260730_172702_f00001280_t0000044394.xml,1280,tracker,1
ball_test_20260730_172702_f00001290_t0000044740.jpg,ball_test_20260730_172702_f00001290_t0000044740.xml,1290,tracker,1
ball_test_20260730_172702_f00001300_t0000045087.jpg,ball_test_20260730_172702_f00001300_t0000045087.xml,1300,tracker,1
ball_test_20260730_172702_f00001310_t0000045434.jpg,ball_test_20260730_172702_f00001310_t0000045434.xml,1310,tracker,1
ball_test_20260730_172702_f00001320_t0000045781.jpg,ball_test_20260730_172702_f00001320_t0000045781.xml,1320,tracker,1
ball_test_20260730_172702_f00001330_t0000046128.jpg,ball_test_20260730_172702_f00001330_t0000046128.xml,1330,tracker,1
ball_test_20260730_172702_f00001340_t0000046475.jpg,ball_test_20260730_172702_f00001340_t0000046475.xml,1340,tracker,1
ball_test_20260730_172702_f00001350_t0000046821.jpg,ball_test_20260730_172702_f00001350_t0000046821.xml,1350,tracker,1
ball_test_20260730_172702_f00001360_t0000047168.jpg,ball_test_20260730_172702_f00001360_t0000047168.xml,1360,tracker,1
ball_test_20260730_172702_f00001370_t0000047515.jpg,ball_test_20260730_172702_f00001370_t0000047515.xml,1370,tracker,1
ball_test_20260730_172702_f00001380_t0000047862.jpg,ball_test_20260730_172702_f00001380_t0000047862.xml,1380,tracker,1
ball_test_20260730_172702_f00001390_t0000048209.jpg,ball_test_20260730_172702_f00001390_t0000048209.xml,1390,tracker,1
ball_test_20260730_172702_f00001400_t0000048555.jpg,ball_test_20260730_172702_f00001400_t0000048555.xml,1400,tracker,1
ball_test_20260730_172702_f00001410_t0000048902.jpg,ball_test_20260730_172702_f00001410_t0000048902.xml,1410,tracker,1
ball_test_20260730_172702_f00001420_t0000049249.jpg,ball_test_20260730_172702_f00001420_t0000049249.xml,1420,tracker,1
ball_test_20260730_172702_f00001430_t0000049596.jpg,ball_test_20260730_172702_f00001430_t0000049596.xml,1430,tracker,1
ball_test_20260730_172702_f00001440_t0000049943.jpg,ball_test_20260730_172702_f00001440_t0000049943.xml,1440,tracker,1
ball_test_20260730_172702_f00001450_t0000050290.jpg,ball_test_20260730_172702_f00001450_t0000050290.xml,1450,tracker,1
ball_test_20260730_172702_f00001460_t0000050636.jpg,ball_test_20260730_172702_f00001460_t0000050636.xml,1460,tracker,1
ball_test_20260730_172702_f00001470_t0000050983.jpg,ball_test_20260730_172702_f00001470_t0000050983.xml,1470,tracker,1
ball_test_20260730_172702_f00001480_t0000051330.jpg,ball_test_20260730_172702_f00001480_t0000051330.xml,1480,tracker,1
ball_test_20260730_172702_f00001490_t0000051677.jpg,ball_test_20260730_172702_f00001490_t0000051677.xml,1490,tracker,1
ball_test_20260730_172702_f00001500_t0000052024.jpg,ball_test_20260730_172702_f00001500_t0000052024.xml,1500,tracker,1
ball_test_20260730_172702_f00001510_t0000052371.jpg,ball_test_20260730_172702_f00001510_t0000052371.xml,1510,tracker,1
ball_test_20260730_172702_f00001520_t0000052717.jpg,ball_test_20260730_172702_f00001520_t0000052717.xml,1520,tracker,1
ball_test_20260730_172702_f00001530_t0000053064.jpg,ball_test_20260730_172702_f00001530_t0000053064.xml,1530,tracker,1
ball_test_20260730_172702_f00001540_t0000053411.jpg,ball_test_20260730_172702_f00001540_t0000053411.xml,1540,tracker,1
ball_test_20260730_172702_f00001550_t0000053758.jpg,ball_test_20260730_172702_f00001550_t0000053758.xml,1550,tracker,1
ball_test_20260730_172702_f00001560_t0000054105.jpg,ball_test_20260730_172702_f00001560_t0000054105.xml,1560,tracker,1
ball_test_20260730_172702_f00001570_t0000054451.jpg,ball_test_20260730_172702_f00001570_t0000054451.xml,1570,tracker,1
ball_test_20260730_172702_f00001580_t0000054798.jpg,ball_test_20260730_172702_f00001580_t0000054798.xml,1580,tracker,1
ball_test_20260730_172702_f00001590_t0000055145.jpg,ball_test_20260730_172702_f00001590_t0000055145.xml,1590,tracker,1
ball_test_20260730_172702_f00001600_t0000055492.jpg,ball_test_20260730_172702_f00001600_t0000055492.xml,1600,tracker,1
ball_test_20260730_172702_f00001610_t0000055839.jpg,ball_test_20260730_172702_f00001610_t0000055839.xml,1610,tracker,1
ball_test_20260730_172702_f00001620_t0000056186.jpg,ball_test_20260730_172702_f00001620_t0000056186.xml,1620,tracker,1
ball_test_20260730_172702_f00001630_t0000056532.jpg,ball_test_20260730_172702_f00001630_t0000056532.xml,1630,tracker,1
ball_test_20260730_172702_f00001640_t0000056879.jpg,ball_test_20260730_172702_f00001640_t0000056879.xml,1640,tracker,1
ball_test_20260730_172702_f00001650_t0000057226.jpg,ball_test_20260730_172702_f00001650_t0000057226.xml,1650,tracker,1
ball_test_20260730_172702_f00001660_t0000057573.jpg,ball_test_20260730_172702_f00001660_t0000057573.xml,1660,tracker,1
ball_test_20260730_172702_f00001670_t0000057920.jpg,ball_test_20260730_172702_f00001670_t0000057920.xml,1670,tracker,1
ball_test_20260730_172702_f00001680_t0000058267.jpg,ball_test_20260730_172702_f00001680_t0000058267.xml,1680,tracker,1
ball_test_20260730_172702_f00001690_t0000058613.jpg,ball_test_20260730_172702_f00001690_t0000058613.xml,1690,tracker,1
ball_test_20260730_172702_f00001700_t0000058960.jpg,ball_test_20260730_172702_f00001700_t0000058960.xml,1700,tracker,1
ball_test_20260730_172702_f00001710_t0000059307.jpg,ball_test_20260730_172702_f00001710_t0000059307.xml,1710,tracker,1
ball_test_20260730_172702_f00001720_t0000059654.jpg,ball_test_20260730_172702_f00001720_t0000059654.xml,1720,tracker,1
ball_test_20260730_172702_f00001730_t0000060001.jpg,ball_test_20260730_172702_f00001730_t0000060001.xml,1730,tracker,1
ball_test_20260730_172702_f00001740_t0000060348.jpg,ball_test_20260730_172702_f00001740_t0000060348.xml,1740,tracker,1
ball_test_20260730_172702_f00001750_t0000060694.jpg,ball_test_20260730_172702_f00001750_t0000060694.xml,1750,tracker,1
ball_test_20260730_172702_f00001760_t0000061041.jpg,ball_test_20260730_172702_f00001760_t0000061041.xml,1760,tracker,1
ball_test_20260730_172702_f00001770_t0000061388.jpg,ball_test_20260730_172702_f00001770_t0000061388.xml,1770,tracker,1
ball_test_20260730_172702_f00001780_t0000061735.jpg,ball_test_20260730_172702_f00001780_t0000061735.xml,1780,tracker,1
ball_test_20260730_172702_f00001790_t0000062082.jpg,ball_test_20260730_172702_f00001790_t0000062082.xml,1790,tracker,1
ball_test_20260730_172702_f00001800_t0000062428.jpg,ball_test_20260730_172702_f00001800_t0000062428.xml,1800,tracker,1
ball_test_20260730_172702_f00001810_t0000062775.jpg,ball_test_20260730_172702_f00001810_t0000062775.xml,1810,tracker,1
ball_test_20260730_172702_f00001820_t0000063122.jpg,ball_test_20260730_172702_f00001820_t0000063122.xml,1820,tracker,1
ball_test_20260730_172702_f00001830_t0000063469.jpg,ball_test_20260730_172702_f00001830_t0000063469.xml,1830,tracker,1
ball_test_20260730_172702_f00001840_t0000063816.jpg,ball_test_20260730_172702_f00001840_t0000063816.xml,1840,tracker,1
ball_test_20260730_172702_f00001850_t0000064163.jpg,ball_test_20260730_172702_f00001850_t0000064163.xml,1850,tracker,1
ball_test_20260730_172702_f00001860_t0000064509.jpg,ball_test_20260730_172702_f00001860_t0000064509.xml,1860,tracker,1
ball_test_20260730_172702_f00001870_t0000064856.jpg,ball_test_20260730_172702_f00001870_t0000064856.xml,1870,tracker,1
ball_test_20260730_172702_f00001880_t0000065203.jpg,ball_test_20260730_172702_f00001880_t0000065203.xml,1880,tracker,1
ball_test_20260730_172702_f00001890_t0000065550.jpg,ball_test_20260730_172702_f00001890_t0000065550.xml,1890,tracker,1
ball_test_20260730_172702_f00001900_t0000065897.jpg,ball_test_20260730_172702_f00001900_t0000065897.xml,1900,tracker,1
ball_test_20260730_172702_f00001910_t0000066244.jpg,ball_test_20260730_172702_f00001910_t0000066244.xml,1910,tracker,1
ball_test_20260730_172702_f00001920_t0000066590.jpg,ball_test_20260730_172702_f00001920_t0000066590.xml,1920,tracker,1
ball_test_20260730_172702_f00001930_t0000066937.jpg,ball_test_20260730_172702_f00001930_t0000066937.xml,1930,tracker,1
ball_test_20260730_172702_f00001940_t0000067284.jpg,ball_test_20260730_172702_f00001940_t0000067284.xml,1940,tracker,1
ball_test_20260730_172702_f00001950_t0000067631.jpg,ball_test_20260730_172702_f00001950_t0000067631.xml,1950,tracker,1
ball_test_20260730_172702_f00001960_t0000067978.jpg,ball_test_20260730_172702_f00001960_t0000067978.xml,1960,tracker,1
ball_test_20260730_172702_f00001970_t0000068324.jpg,ball_test_20260730_172702_f00001970_t0000068324.xml,1970,tracker,1
ball_test_20260730_172702_f00001980_t0000068671.jpg,ball_test_20260730_172702_f00001980_t0000068671.xml,1980,tracker,1
ball_test_20260730_172702_f00001990_t0000069018.jpg,ball_test_20260730_172702_f00001990_t0000069018.xml,1990,tracker,1
ball_test_20260730_172702_f00002000_t0000069365.jpg,ball_test_20260730_172702_f00002000_t0000069365.xml,2000,tracker,1
ball_test_20260730_172702_f00002010_t0000069712.jpg,ball_test_20260730_172702_f00002010_t0000069712.xml,2010,tracker,1
ball_test_20260730_172702_f00002020_t0000070059.jpg,ball_test_20260730_172702_f00002020_t0000070059.xml,2020,tracker,1
ball_test_20260730_172702_f00002030_t0000070405.jpg,ball_test_20260730_172702_f00002030_t0000070405.xml,2030,tracker,1
ball_test_20260730_172702_f00002040_t0000070752.jpg,ball_test_20260730_172702_f00002040_t0000070752.xml,2040,tracker,1
ball_test_20260730_172702_f00002050_t0000071099.jpg,ball_test_20260730_172702_f00002050_t0000071099.xml,2050,tracker,1
ball_test_20260730_172702_f00002060_t0000071446.jpg,ball_test_20260730_172702_f00002060_t0000071446.xml,2060,tracker,1
ball_test_20260730_172702_f00002070_t0000071793.jpg,ball_test_20260730_172702_f00002070_t0000071793.xml,2070,tracker,1
ball_test_20260730_172702_f00002080_t0000072140.jpg,ball_test_20260730_172702_f00002080_t0000072140.xml,2080,tracker,1
ball_test_20260730_172702_f00002090_t0000072486.jpg,ball_test_20260730_172702_f00002090_t0000072486.xml,2090,tracker,1
ball_test_20260730_172702_f00002100_t0000072833.jpg,ball_test_20260730_172702_f00002100_t0000072833.xml,2100,tracker,1
ball_test_20260730_172702_f00002110_t0000073180.jpg,ball_test_20260730_172702_f00002110_t0000073180.xml,2110,tracker,1
ball_test_20260730_172702_f00002120_t0000073527.jpg,ball_test_20260730_172702_f00002120_t0000073527.xml,2120,tracker,1
ball_test_20260730_172702_f00002130_t0000073874.jpg,ball_test_20260730_172702_f00002130_t0000073874.xml,2130,tracker,1
ball_test_20260730_172702_f00002140_t0000074221.jpg,ball_test_20260730_172702_f00002140_t0000074221.xml,2140,tracker,1
ball_test_20260730_172702_f00002150_t0000074567.jpg,ball_test_20260730_172702_f00002150_t0000074567.xml,2150,tracker,1
ball_test_20260730_172702_f00002160_t0000074914.jpg,ball_test_20260730_172702_f00002160_t0000074914.xml,2160,tracker,1
ball_test_20260730_172702_f00002170_t0000075261.jpg,ball_test_20260730_172702_f00002170_t0000075261.xml,2170,tracker,1
ball_test_20260730_172702_f00002180_t0000075608.jpg,ball_test_20260730_172702_f00002180_t0000075608.xml,2180,tracker,1
ball_test_20260730_172702_f00002190_t0000075955.jpg,ball_test_20260730_172702_f00002190_t0000075955.xml,2190,tracker,1
ball_test_20260730_172702_f00002200_t0000076301.jpg,ball_test_20260730_172702_f00002200_t0000076301.xml,2200,tracker,1
ball_test_20260730_172702_f00002210_t0000076648.jpg,ball_test_20260730_172702_f00002210_t0000076648.xml,2210,tracker,1
ball_test_20260730_172702_f00002220_t0000076995.jpg,ball_test_20260730_172702_f00002220_t0000076995.xml,2220,tracker,1
ball_test_20260730_172702_f00002230_t0000077342.jpg,ball_test_20260730_172702_f00002230_t0000077342.xml,2230,tracker,1
ball_test_20260730_172702_f00002240_t0000077689.jpg,ball_test_20260730_172702_f00002240_t0000077689.xml,2240,yolo_rod,1
ball_test_20260730_172702_f00002250_t0000078036.jpg,ball_test_20260730_172702_f00002250_t0000078036.xml,2250,yolo_rod,1
