image,split,source,frame,positive,augmented,operations
ball_test_20260730_172702_f00000250_t0000008671_159_aug.jpg,train,final_scene_positive,250,1,1,gray3+gamma_0.84+hsv
ball_test_20260730_172702_f00000260_t0000009017_187.jpg,train,final_scene_positive,260,1,0,original
ball_test_20260730_172702_f00000260_t0000009017_187_aug.jpg,train,final_scene_positive,260,1,1,gamma_1.04+shadow
ball_test_20260730_172702_f00000270_t0000009364_188.jpg,train,final_scene_positive,270,1,0,original
ball_test_20260730_172702_f00000270_t0000009364_188_aug.jpg,train,final_scene_positive,270,1,1,gamma_1.06+hsv
ball_test_20260730_172702_f00000280_t0000009711_87.jpg,train,final_scene_positive,280,1,0,original
ball_test_20260730_172702_f00000280_t0000009711_87_aug.jpg,train,final_scene_positive,280,1,1,gamma_0.99+hsv+shadow
ball_test_20260730_172702_f00000290_t0000010058_88.jpg,train,final_scene_positive,290,1,0,original
ball_test_20260730_172702_f00000290_t0000010058_88_aug.jpg,train,final_scene_positive,290,1,1,shadow+motion_blur
ball_test_20260730_172702_f00000300_t0000010405_89.jpg,train,final_scene_positive,300,1,0,original
ball_test_20260730_172702_f00000300_t0000010405_89_aug.jpg,train,final_scene_positive,300,1,1,hsv+shadow+motion_blur
ball_test_20260730_172702_f00000310_t0000010752_190.jpg,train,final_scene_positive,310,1,0,original
ball_test_20260730_172702_f00000310_t0000010752_190_aug.jpg,train,final_scene_positive,310,1,1,gamma_0.74+motion_blur
ball_test_20260730_172702_f00000320_t0000011098_231.jpg,train,final_scene_positive,320,1,0,original
ball_test_20260730_172702_f00000320_t0000011098_231_aug.jpg,train,final_scene_positive,320,1,1,gamma_0.89
ball_test_20260730_172702_f00000330_t0000011445_14.jpg,train,final_scene_positive,330,1,0,original
ball_test_20260730_172702_f00000330_t0000011445_14_aug.jpg,train,final_scene_positive,330,1,1,gamma_0.76+hsv+glare
ball_test_20260730_172702_f00000340_t0000011792_232.jpg,train,final_scene_positive,340,1,0,original
ball_test_20260730_172702_f00000340_t0000011792_232_aug.jpg,train,final_scene_positive,340,1,1,gamma_1.30+gaussian_blur
ball_test_20260730_172702_f00000350_t0000012139_233.jpg,train,final_scene_positive,350,1,0,original
ball_test_20260730_172702_f00000350_t0000012139_233_aug.jpg,train,final_scene_positive,350,1,1,gamma_1.21+hsv+shadow
ball_test_20260730_172702_f00000360_t0000012486_235.jpg,train,final_scene_positive,360,1,0,original
ball_test_20260730_172702_f00000360_t0000012486_235_aug.jpg,train,final_scene_positive,360,1,1,gamma_0.97
ball_test_20260730_172702_f00000370_t0000012833_123.jpg,train,final_scene_positive,370,1,0,original
ball_test_20260730_172702_f00000370_t0000012833_123_aug.jpg,train,final_scene_positive,370,1,1,gamma_0.82
ball_test_20260730_172702_f00000380_t0000013179_136.jpg,train,final_scene_positive,380,1,0,original
ball_test_20260730_172702_f00000380_t0000013179_136_aug.jpg,train,final_scene_positive,380,1,1,hsv
ball_test_20260730_172702_f00000390_t0000013526_148.jpg,train,final_scene_positive,390,1,0,original
ball_test_20260730_172702_f00000390_t0000013526_148_aug.jpg,train,final_scene_positive,390,1,1,gamma_1.25
ball_test_20260730_172702_f00000400_t0000013873_236.jpg,train,final_scene_positive,400,1,0,original
ball_test_20260730_172702_f00000400_t0000013873_236_aug.jpg,train,final_scene_positive,400,1,1,gray3+gamma_1.37+hsv
ball_test_20260730_172702_f00000410_t0000014220_149.jpg,train,final_scene_positive,410,1,0,original
ball_test_20260730_172702_f00000410_t0000014220_149_aug.jpg,train,final_scene_positive,410,1,1,gamma_1.04+noise
ball_test_20260730_172702_f00000420_t0000014567_150.jpg,train,final_scene_positive,420,1,0,original
ball_test_20260730_172702_f00000420_t0000014567_150_aug.jpg,train,final_scene_positive,420,1,1,gamma_1.00
ball_test_20260730_172702_f00000430_t0000014913_151.jpg,train,final_scene_positive,430,1,0,original
ball_test_20260730_172702_f00000430_t0000014913_151_aug.jpg,train,final_scene_positive,430,1,1,gray3+gamma_1.32+motion_blur
ball_test_20260730_172702_f00000440_t0000015260_153.jpg,train,final_scene_positive,440,1,0,original
ball_test_20260730_172702_f00000440_t0000015260_153_aug.jpg,train,final_scene_positive,440,1,1,gray3+gamma_1.32+hsv
ball_test_20260730_172702_f00000450_t0000015607_152.jpg,train,final_scene_positive,450,1,0,original
ball_test_20260730_172702_f00000450_t0000015607_152_aug.jpg,train,final_scene_positive,450,1,1,gamma_0.82
ball_test_20260730_172702_f00000460_t0000015954_124.jpg,train,final_scene_positive,460,1,0,original
ball_test_20260730_172702_f00000460_t0000015954_124_aug.jpg,train,final_scene_positive,460,1,1,gamma_0.82
ball_test_20260730_172702_f00000470_t0000016301_126.jpg,train,final_scene_positive,470,1,0,original
ball_test_20260730_172702_f00000470_t0000016301_126_aug.jpg,train,final_scene_positive,470,1,1,hsv
ball_test_20260730_172702_f00000480_t0000016648_125.jpg,train,final_scene_positive,480,1,0,original
ball_test_20260730_172702_f00000480_t0000016648_125_aug.jpg,train,final_scene_positive,480,1,1,gamma_0.82
ball_test_20260730_172702_f00000490_t0000016994_127.jpg,train,final_scene_positive,490,1,0,original
ball_test_20260730_172702_f00000490_t0000016994_127_aug.jpg,train,final_scene_positive,490,1,1,gamma_0.86+hsv
ball_test_20260730_172702_f00000500_t0000017341_128.jpg,train,final_scene_positive,500,1,0,original
ball_test_20260730_172702_f00000500_t0000017341_128_aug.jpg,train,final_scene_positive,500,1,1,hsv+shadow
ball_test_20260730_172702_f00000510_t0000017688_129.jpg,train,final_scene_positive,510,1,0,original
ball_test_20260730_172702_f00000510_t0000017688_129_aug.jpg,train,final_scene_positive,510,1,1,gamma_0.73+shadow
ball_test_20260730_172702_f00000520_t0000018035_154.jpg,train,final_scene_positive,520,1,0,original
ball_test_20260730_172702_f00000520_t0000018035_154_aug.jpg,train,final_scene_positive,520,1,1,glare
ball_test_20260730_172702_f00000530_t0000018382_155.jpg,train,final_scene_positive,530,1,0,original
ball_test_20260730_172702_f00000530_t0000018382_155_aug.jpg,train,final_scene_positive,530,1,1,gray3+gamma_0.71+hsv
ball_test_20260730_172702_f00000540_t0000018729_156.jpg,train,final_scene_positive,540,1,0,original
ball_test_20260730_172702_f00000540_t0000018729_156_aug.jpg,train,final_scene_positive,540,1,1,hsv+glare+gaussian_blur
ball_test_20260730_172702_f00000550_t0000019075_130.jpg,train,final_scene_positive,550,1,0,original
ball_test_20260730_172702_f00000550_t0000019075_130_aug.jpg,train,final_scene_positive,550,1,1,gamma_1.20+hsv
ball_test_20260730_172702_f00000560_t0000019422_131.jpg,train,final_scene_positive,560,1,0,original
ball_test_20260730_172702_f00000560_t0000019422_131_aug.jpg,train,final_scene_positive,560,1,1,gray3+gamma_1.21
ball_test_20260730_172702_f00000570_t0000019769_189.jpg,train,final_scene_positive,570,1,0,original
ball_test_20260730_172702_f00000570_t0000019769_189_aug.jpg,train,final_scene_positive,570,1,1,shadow
ball_test_20260730_172702_f00000580_t0000020116_144.jpg,train,final_scene_positive,580,1,0,original
ball_test_20260730_172702_f00000580_t0000020116_144_aug.jpg,train,final_scene_positive,580,1,1,gamma_1.29
ball_test_20260730_172702_f00000590_t0000020463_146.jpg,train,final_scene_positive,590,1,0,original
ball_test_20260730_172702_f00000590_t0000020463_146_aug.jpg,train,final_scene_positive,590,1,1,gamma_1.24+hsv
ball_test_20260730_172702_f00000600_t0000020809_145.jpg,train,final_scene_positive,600,1,0,original
ball_test_20260730_172702_f00000600_t0000020809_145_aug.jpg,train,final_scene_positive,600,1,1,gamma_0.82
ball_test_20260730_172702_f00000610_t0000021156_147.jpg,train,final_scene_positive,610,1,0,original
ball_test_20260730_172702_f00000610_t0000021156_147_aug.jpg,train,final_scene_positive,610,1,1,gray3+shadow
ball_test_20260730_172702_f00000620_t0000021503_157.jpg,train,final_scene_positive,620,1,0,original
ball_test_20260730_172702_f00000620_t0000021503_157_aug.jpg,train,final_scene_positive,620,1,1,gray3+gamma_1.05+hsv
ball_test_20260730_172702_f00000630_t0000021850_132.jpg,train,final_scene_positive,630,1,0,original
ball_test_20260730_172702_f00000630_t0000021850_132_aug.jpg,train,final_scene_positive,630,1,1,hsv+shadow+glare
ball_test_20260730_172702_f00000640_t0000022197_133.jpg,train,final_scene_positive,640,1,0,original
ball_test_20260730_172702_f00000640_t0000022197_133_aug.jpg,train,final_scene_positive,640,1,1,gamma_1.06+hsv+motion_blur+noise
ball_test_20260730_172702_f00000650_t0000022544_122.jpg,train,final_scene_positive,650,1,0,original
ball_test_20260730_172702_f00000650_t0000022544_122_aug.jpg,train,final_scene_positive,650,1,1,gamma_1.07+gaussian_blur
ball_test_20260730_172702_f00000660_t0000022890_134.jpg,train,final_scene_positive,660,1,0,original
ball_test_20260730_172702_f00000660_t0000022890_134_aug.jpg,train,final_scene_positive,660,1,1,gamma_0.97+hsv+noise
ball_test_20260730_172702_f00000670_t0000023237_135.jpg,train,final_scene_positive,670,1,0,original
ball_test_20260730_172702_f00000670_t0000023237_135_aug.jpg,train,final_scene_positive,670,1,1,gamma_1.32
ball_test_20260730_172702_f00000680_t0000023584_15.jpg,train,final_scene_positive,680,1,0,original
ball_test_20260730_172702_f00000680_t0000023584_15_aug.jpg,train,final_scene_positive,680,1,1,gamma_0.95+noise
ball_test_20260730_172702_f00000690_t0000023931_16.jpg,train,final_scene_positive,690,1,0,original
ball_test_20260730_172702_f00000690_t0000023931_16_aug.jpg,train,final_scene_positive,690,1,1,gamma_1.06+shadow
ball_test_20260730_172702_f00000700_t0000024278_17.jpg,train,final_scene_positive,700,1,0,original
ball_test_20260730_172702_f00000700_t0000024278_17_aug.jpg,train,final_scene_positive,700,1,1,gray3+gamma_1.45
ball_test_20260730_172702_f00000710_t0000024625_18.jpg,train,final_scene_positive,710,1,0,original
ball_test_20260730_172702_f00000710_t0000024625_18_aug.jpg,train,final_scene_positive,710,1,1,hsv+shadow
ball_test_20260730_172702_f00000720_t0000024971_81.jpg,train,final_scene_positive,720,1,0,original
ball_test_20260730_172702_f00000720_t0000024971_81_aug.jpg,train,final_scene_positive,720,1,1,gamma_0.81+hsv+shadow
ball_test_20260730_172702_f00000730_t0000025318_82.jpg,train,final_scene_positive,730,1,0,original
ball_test_20260730_172702_f00000730_t0000025318_82_aug.jpg,train,final_scene_positive,730,1,1,gamma_1.15+hsv
ball_test_20260730_172702_f00000740_t0000025665_83.jpg,train,final_scene_positive,740,1,0,original
ball_test_20260730_172702_f00000740_t0000025665_83_aug.jpg,train,final_scene_positive,740,1,1,gamma_1.11+hsv+shadow+motion_blur+noise
ball_test_20260730_172702_f00000750_t0000026012_137.jpg,train,final_scene_positive,750,1,0,original
ball_test_20260730_172702_f00000750_t0000026012_137_aug.jpg,train,final_scene_positive,750,1,1,hsv
ball_test_20260730_172702_f00000760_t0000026359_138.jpg,train,final_scene_positive,760,1,0,original
ball_test_20260730_172702_f00000760_t0000026359_138_aug.jpg,train,final_scene_positive,760,1,1,gamma_0.67
ball_test_20260730_172702_f00000770_t0000026706_139.jpg,train,final_scene_positive,770,1,0,original
ball_test_20260730_172702_f00000770_t0000026706_139_aug.jpg,train,final_scene_positive,770,1,1,gray3+hsv
ball_test_20260730_172702_f00000780_t0000027052_140.jpg,train,final_scene_positive,780,1,0,original
ball_test_20260730_172702_f00000780_t0000027052_140_aug.jpg,train,final_scene_positive,780,1,1,gamma_0.93+shadow
ball_test_20260730_172702_f00000790_t0000027399_141.jpg,train,final_scene_positive,790,1,0,original
ball_test_20260730_172702_f00000790_t0000027399_141_aug.jpg,train,final_scene_positive,790,1,1,gray3+gamma_0.73
ball_test_20260730_172702_f00000800_t0000027746_19.jpg,train,final_scene_positive,800,1,0,original
ball_test_20260730_172702_f00000800_t0000027746_19_aug.jpg,train,final_scene_positive,800,1,1,gamma_0.65+hsv+shadow
ball_test_20260730_172702_f00000810_t0000028093_142.jpg,train,final_scene_positive,810,1,0,original
ball_test_20260730_172702_f00000810_t0000028093_142_aug.jpg,train,final_scene_positive,810,1,1,gray3+gamma_0.78+hsv
ball_test_20260730_172702_f00000820_t0000028440_143.jpg,train,final_scene_positive,820,1,0,original
ball_test_20260730_172702_f00000820_t0000028440_143_aug.jpg,train,final_scene_positive,820,1,1,gray3+gamma_1.26
ball_test_20260730_172702_f00000830_t0000028786_158.jpg,train,final_scene_positive,830,1,0,original
ball_test_20260730_172702_f00000830_t0000028786_158_aug.jpg,train,final_scene_positive,830,1,1,gamma_1.36+hsv
ball_test_20260730_172702_f00000840_t0000029133_20.jpg,train,final_scene_positive,840,1,0,original
ball_test_20260730_172702_f00000840_t0000029133_20_aug.jpg,train,final_scene_positive,840,1,1,hsv+motion_blur
ball_test_20260730_172702_f00000850_t0000029480_21.jpg,train,final_scene_positive,850,1,0,original
ball_test_20260730_172702_f00000850_t0000029480_21_aug.jpg,train,final_scene_positive,850,1,1,gray3+hsv
ball_test_20260730_172702_f00000860_t0000029827_22.jpg,train,final_scene_positive,860,1,0,original
ball_test_20260730_172702_f00000860_t0000029827_22_aug.jpg,train,final_scene_positive,860,1,1,gamma_1.41
ball_test_20260730_172702_f00000900_t0000031214_237.jpg,test,final_scene_positive,900,1,0,original
ball_test_20260730_172702_f00000910_t0000031561_238.jpg,test,final_scene_positive,910,1,0,original
ball_test_20260730_172702_f00000920_t0000031908_239.jpg,test,final_scene_positive,920,1,0,original
ball_test_20260730_172702_f00000930_t0000032255_240.jpg,test,final_scene_positive,930,1,0,original
ball_test_20260730_172702_f00000940_t0000032602_241.jpg,test,final_scene_positive,940,1,0,original
ball_test_20260730_172702_f00000950_t0000032948_242.jpg,test,final_scene_positive,950,1,0,original
ball_test_20260730_172702_f00000960_t0000033295_243.jpg,test,final_scene_positive,960,1,0,original
ball_test_20260730_172702_f00000970_t0000033642_249.jpg,test,final_scene_positive,970,1,0,original
ball_test_20260730_172702_f00000980_t0000033989_244.jpg,test,final_scene_positive,980,1,0,original
ball_test_20260730_172702_f00000990_t0000034336_245.jpg,test,final_scene_positive,990,1,0,original
ball_test_20260730_172702_f00001000_t0000034682_246.jpg,test,final_scene_positive,1000,1,0,original
ball_test_20260730_172702_f00001010_t0000035029_216.jpg,test,final_scene_positive,1010,1,0,original
ball_test_20260730_172702_f00001020_t0000035376_186.jpg,test,final_scene_positive,1020,1,0,original
ball_test_20260730_172702_f00001030_t0000035723_247.jpg,test,final_scene_positive,1030,1,0,original
ball_test_20260730_172702_f00001040_t0000036070_218.jpg,test,final_scene_positive,1040,1,0,original
ball_test_20260730_172702_f00001050_t0000036417_91.jpg,test,final_scene_positive,1050,1,0,original
ball_test_20260730_172702_f00001060_t0000036763_92.jpg,test,final_scene_positive,1060,1,0,original
ball_test_20260730_172702_f00001070_t0000037110_219.jpg,test,final_scene_positive,1070,1,0,original
ball_test_20260730_172702_f00001080_t0000037457_220.jpg,test,final_scene_positive,1080,1,0,original
ball_test_20260730_172702_f00001090_t0000037804_221.jpg,test,final_scene_positive,1090,1,0,original
ball_test_20260730_172702_f00001100_t0000038151_222.jpg,test,final_scene_positive,1100,1,0,original
ball_test_20260730_172702_f00001110_t0000038498_223.jpg,test,final_scene_positive,1110,1,0,original
ball_test_20260730_172702_f00001120_t0000038844_224.jpg,test,final_scene_positive,1120,1,0,original
ball_test_20260730_172702_f00001130_t0000039191_120.jpg,test,final_scene_positive,1130,1,0,original
ball_test_20260730_172702_f00001140_t0000039538_25.jpg,test,final_scene_positive,1140,1,0,original
ball_test_20260730_172702_f00001150_t0000039885_121.jpg,test,final_scene_positive,1150,1,0,original
ball_test_20260730_172702_f00001160_t0000040232_225.jpg,test,final_scene_positive,1160,1,0,original
ball_test_20260730_172702_f00001170_t0000040579_226.jpg,test,final_scene_positive,1170,1,0,original
ball_test_20260730_172702_f00001180_t0000040925_227.jpg,test,final_scene_positive,1180,1,0,original
ball_test_20260730_172702_f00001190_t0000041272_26.jpg,test,final_scene_positive,1190,1,0,original
ball_test_20260730_172702_f00001230_t0000042659_30.jpg,train,final_scene_positive,1230,1,0,original
ball_test_20260730_172702_f00001230_t0000042659_30_aug.jpg,train,final_scene_positive,1230,1,1,gamma_1.41+shadow
ball_test_20260730_172702_f00001240_t0000043006_32.jpg,train,final_scene_positive,1240,1,0,original
ball_test_20260730_172702_f00001240_t0000043006_32_aug.jpg,train,final_scene_positive,1240,1,1,gamma_0.82+hsv
ball_test_20260730_172702_f00001250_t0000043353_31.jpg,train,final_scene_positive,1250,1,0,original
ball_test_20260730_172702_f00001250_t0000043353_31_aug.jpg,train,final_scene_positive,1250,1,1,hsv+shadow+noise
ball_test_20260730_172702_f00001260_t0000043700_33.jpg,train,final_scene_positive,1260,1,0,original
ball_test_20260730_172702_f00001260_t0000043700_33_aug.jpg,train,final_scene_positive,1260,1,1,gamma_1.08+hsv
ball_test_20260730_172702_f00001290_t0000044740_34.jpg,train,final_scene_positive,1290,1,0,original
ball_test_20260730_172702_f00001290_t0000044740_34_aug.jpg,train,final_scene_positive,1290,1,1,gray3+gamma_1.25+hsv+shadow
ball_test_20260730_172702_f00001300_t0000045087_35.jpg,train,final_scene_positive,1300,1,0,original
ball_test_20260730_172702_f00001300_t0000045087_35_aug.jpg,train,final_scene_positive,1300,1,1,gray3+gamma_0.69+hsv+shadow
ball_test_20260730_172702_f00001310_t0000045434_36.jpg,train,final_scene_positive,1310,1,0,original
ball_test_20260730_172702_f00001310_t0000045434_36_aug.jpg,train,final_scene_positive,1310,1,1,gamma_1.10+hsv
ball_test_20260730_172702_f00001320_t0000045781_37.jpg,train,final_scene_positive,1320,1,0,original
ball_test_20260730_172702_f00001320_t0000045781_37_aug.jpg,train,final_scene_positive,1320,1,1,gray3+gamma_1.02+hsv+shadow
ball_test_20260730_172702_f00001330_t0000046128_38.jpg,train,final_scene_positive,1330,1,0,original
ball_test_20260730_172702_f00001330_t0000046128_38_aug.jpg,train,final_scene_positive,1330,1,1,gamma_1.36+glare
ball_test_20260730_172702_f00001340_t0000046475_39.jpg,train,final_scene_positive,1340,1,0,original
ball_test_20260730_172702_f00001340_t0000046475_39_aug.jpg,train,final_scene_positive,1340,1,1,gamma_1.31
ball_test_20260730_172702_f00001350_t0000046821_40.jpg,train,final_scene_positive,1350,1,0,original
ball_test_20260730_172702_f00001350_t0000046821_40_aug.jpg,train,final_scene_positive,1350,1,1,gamma_1.37+hsv+gaussian_blur
ball_test_20260730_172702_f00001360_t0000047168_41.jpg,train,final_scene_positive,1360,1,0,original
ball_test_20260730_172702_f00001360_t0000047168_41_aug.jpg,train,final_scene_positive,1360,1,1,gamma_0.90+hsv+glare
ball_test_20260730_172702_f00001370_t0000047515_42.jpg,train,final_scene_positive,1370,1,0,original
ball_test_20260730_172702_f00001370_t0000047515_42_aug.jpg,train,final_scene_positive,1370,1,1,gamma_0.97
ball_test_20260730_172702_f00001380_t0000047862_43.jpg,train,final_scene_positive,1380,1,0,original
ball_test_20260730_172702_f00001380_t0000047862_43_aug.jpg,train,final_scene_positive,1380,1,1,gray3+gamma_1.08+hsv+glare
ball_test_20260730_172702_f00001390_t0000048209_44.jpg,train,final_scene_positive,1390,1,0,original
ball_test_20260730_172702_f00001390_t0000048209_44_aug.jpg,train,final_scene_positive,1390,1,1,gray3+hsv
ball_test_20260730_172702_f00001400_t0000048555_45.jpg,train,final_scene_positive,1400,1,0,original
ball_test_20260730_172702_f00001400_t0000048555_45_aug.jpg,train,final_scene_positive,1400,1,1,gamma_0.78+hsv+shadow
ball_test_20260730_172702_f00001410_t0000048902_46.jpg,train,final_scene_positive,1410,1,0,original
ball_test_20260730_172702_f00001410_t0000048902_46_aug.jpg,train,final_scene_positive,1410,1,1,hsv+glare
ball_test_20260730_172702_f00001420_t0000049249_47.jpg,train,final_scene_positive,1420,1,0,original
ball_test_20260730_172702_f00001420_t0000049249_47_aug.jpg,train,final_scene_positive,1420,1,1,gamma_0.95+hsv
ball_test_20260730_172702_f00001430_t0000049596_48.jpg,train,final_scene_positive,1430,1,0,original
ball_test_20260730_172702_f00001430_t0000049596_48_aug.jpg,train,final_scene_positive,1430,1,1,gamma_0.82
ball_test_20260730_172702_f00001440_t0000049943_49.jpg,train,final_scene_positive,1440,1,0,original
ball_test_20260730_172702_f00001440_t0000049943_49_aug.jpg,train,final_scene_positive,1440,1,1,hsv
ball_test_20260730_172702_f00001450_t0000050290_50.jpg,train,final_scene_positive,1450,1,0,original
ball_test_20260730_172702_f00001450_t0000050290_50_aug.jpg,train,final_scene_positive,1450,1,1,gamma_0.76+hsv
ball_test_20260730_172702_f00001460_t0000050636_51.jpg,train,final_scene_positive,1460,1,0,original
ball_test_20260730_172702_f00001460_t0000050636_51_aug.jpg,train,final_scene_positive,1460,1,1,gamma_0.69+hsv+glare
ball_test_20260730_172702_f00001500_t0000052024_55.jpg,val,final_scene_positive,1500,1,0,original
ball_test_20260730_172702_f00001510_t0000052371_56.jpg,val,final_scene_positive,1510,1,0,original
ball_test_20260730_172702_f00001520_t0000052717_228.jpg,val,final_scene_positive,1520,1,0,original
ball_test_20260730_172702_f00001530_t0000053064_229.jpg,val,final_scene_positive,1530,1,0,original
ball_test_20260730_172702_f00001540_t0000053411_160.jpg,val,final_scene_positive,1540,1,0,original
ball_test_20260730_172702_f00001550_t0000053758_161.jpg,val,final_scene_positive,1550,1,0,original
ball_test_20260730_172702_f00001560_t0000054105_163.jpg,val,final_scene_positive,1560,1,0,original
ball_test_20260730_172702_f00001570_t0000054451_162.jpg,val,final_scene_positive,1570,1,0,original
ball_test_20260730_172702_f00001580_t0000054798_57.jpg,val,final_scene_positive,1580,1,0,original
ball_test_20260730_172702_f00001590_t0000055145_58.jpg,val,final_scene_positive,1590,1,0,original
ball_test_20260730_172702_f00001600_t0000055492_59.jpg,val,final_scene_positive,1600,1,0,original
ball_test_20260730_172702_f00001610_t0000055839_60.jpg,val,final_scene_positive,1610,1,0,original
ball_test_20260730_172702_f00001620_t0000056186_61.jpg,val,final_scene_positive,1620,1,0,original
ball_test_20260730_172702_f00001630_t0000056532_62.jpg,val,final_scene_positive,1630,1,0,original
ball_test_20260730_172702_f00001640_t0000056879_164.jpg,val,final_scene_positive,1640,1,0,original
ball_test_20260730_172702_f00001650_t0000057226_166.jpg,val,final_scene_positive,1650,1,0,original
