file,group,split,object_count,source
015_positive_train_ball_test_20260730_172702_f00000630_t0000021850_132.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000630_t0000021850_132.jpg
016_positive_train_ball_test_20260730_172702_f00003960_t0000137343_329.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003960_t0000137343_329.jpg
017_positive_train_ball_test_20260730_172702_f00001370_t0000047515_42_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001370_t0000047515_42_aug.jpg
018_positive_train_ball_test_20260730_172702_f00001930_t0000066937_252_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001930_t0000066937_252_aug.jpg
019_positive_train_ball_test_20260730_172702_f00000130_t0000004509_178_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000130_t0000004509_178_aug.jpg
020_positive_test_ball_test_20260730_172702_f00003550_t0000123123_348.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003550_t0000123123_348.jpg
021_positive_train_ball_test_20260730_172702_f00000820_t0000028440_143.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000820_t0000028440_143.jpg
022_positive_train_ball_test_20260730_172702_f00001250_t0000043353_31_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001250_t0000043353_31_aug.jpg
023_positive_train_ball_test_20260730_172702_f00004250_t0000147401_79_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004250_t0000147401_79_aug.jpg
024_positive_train_ball_test_20260730_172702_f00003920_t0000135955_210_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003920_t0000135955_210_aug.jpg
025_negative_train_ball_test_20260730_185508_f00000330_t0000011445_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000330_t0000011445_aug.jpg
026_positive_train_ball_test_20260730_172702_f00000380_t0000013179_136.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000380_t0000013179_136.jpg
027_positive_train_ball_test_20260730_172702_f00001920_t0000066590_251.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001920_t0000066590_251.jpg
028_positive_train_ball_test_20260730_172702_f00000710_t0000024625_18_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000710_t0000024625_18_aug.jpg
029_negative_train_ball_test_20260730_185508_f00000150_t0000005202_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000150_t0000005202_aug.jpg
030_positive_train_ball_test_20260730_172702_f00001830_t0000063469_106_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001830_t0000063469_106_aug.jpg
031_positive_train_ball_test_20260730_172702_f00003670_t0000127285_75.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003670_t0000127285_75.jpg
032_positive_train_ball_test_20260730_172702_f00000490_t0000016994_127.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000490_t0000016994_127.jpg
033_positive_train_ball_test_20260730_172702_f00001850_t0000064163_108.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001850_t0000064163_108.jpg
034_positive_train_ball_test_20260730_172702_f00003110_t0000107863_377_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003110_t0000107863_377_aug.jpg
035_positive_train_ball_test_20260730_172702_f00004130_t0000143239_78.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004130_t0000143239_78.jpg
036_positive_train_ball_test_20260730_172702_f00000610_t0000021156_147_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000610_t0000021156_147_aug.jpg
037_positive_val_ball_test_20260730_172702_f00001600_t0000055492_59.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00001600_t0000055492_59.jpg
038_positive_train_ball_test_20260730_172702_f00002010_t0000069712_111.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002010_t0000069712_111.jpg
039_positive_val_ball_test_20260730_172702_f00002720_t0000094336_360.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002720_t0000094336_360.jpg
040_positive_val_ball_test_20260730_172702_f00002800_t0000097111_278.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002800_t0000097111_278.jpg
041_positive_train_ball_test_20260730_172702_f00003770_t0000130753_302.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003770_t0000130753_302.jpg
042_positive_train_ball_test_20260730_172702_f00002530_t0000087747_272.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002530_t0000087747_272.jpg
043_positive_train_ball_test_20260730_172702_f00001320_t0000045781_37.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001320_t0000045781_37.jpg
044_positive_train_ball_test_20260730_172702_f00000270_t0000009364_188_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000270_t0000009364_188_aug.jpg
045_positive_train_ball_test_20260730_172702_f00002420_t0000083932_266_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002420_t0000083932_266_aug.jpg
046_positive_test_ball_test_20260730_172702_f00003470_t0000120348_296.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003470_t0000120348_296.jpg
047_positive_val_ball_test_20260730_172702_f00002870_t0000099539_280.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002870_t0000099539_280.jpg
048_positive_train_ball_test_20260730_172702_f00002000_t0000069365_110.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002000_t0000069365_110.jpg
049_positive_train_ball_test_20260730_172702_f00003650_t0000126591_321_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003650_t0000126591_321_aug.jpg
050_positive_train_ball_test_20260730_172702_f00000320_t0000011098_231_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000320_t0000011098_231_aug.jpg
051_positive_train_ball_test_20260730_172702_f00003940_t0000136649_76_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003940_t0000136649_76_aug.jpg
052_positive_train_ball_test_20260730_172702_f00000830_t0000028786_158_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000830_t0000028786_158_aug.jpg
053_negative_train_ball_test_20260730_185508_f00000310_t0000010752_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000310_t0000010752_aug.jpg
054_positive_train_ball_test_20260730_172702_f00000510_t0000017688_129.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000510_t0000017688_129.jpg
055_positive_train_ball_test_20260730_172702_f00003190_t0000110637_289_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003190_t0000110637_289_aug.jpg
056_negative_train_ball_test_20260730_185508_f00000250_t0000008671.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000250_t0000008671.jpg
057_positive_train_ball_test_20260730_172702_f00004180_t0000144973_317.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004180_t0000144973_317.jpg
058_negative_train_ball_test_20260730_185508_f00000400_t0000013873_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000400_t0000013873_aug.jpg
059_positive_train_ball_test_20260730_172702_f00003700_t0000128325_322_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003700_t0000128325_322_aug.jpg
060_positive_test_ball_test_20260730_172702_f00001020_t0000035376_186.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00001020_t0000035376_186.jpg
061_positive_train_ball_test_20260730_172702_f00001860_t0000064509_217.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001860_t0000064509_217.jpg
062_positive_train_ball_test_20260730_172702_f00000320_t0000011098_231.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000320_t0000011098_231.jpg
063_positive_train_ball_test_20260730_172702_f00001890_t0000065550_197.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001890_t0000065550_197.jpg
064_positive_train_ball_test_20260730_172702_f00003260_t0000113065_382_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003260_t0000113065_382_aug.jpg
065_negative_train_ball_test_20260730_185508_f00000390_t0000013526.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000390_t0000013526.jpg
066_positive_train_ball_test_20260730_172702_f00002100_t0000072833_208_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002100_t0000072833_208_aug.jpg
067_positive_train_ball_test_20260730_172702_f00004220_t0000146360_332_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004220_t0000146360_332_aug.jpg
068_positive_train_ball_test_20260730_172702_f00003070_t0000106475_287.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003070_t0000106475_287.jpg
069_positive_test_ball_test_20260730_172702_f00003530_t0000122429_350.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003530_t0000122429_350.jpg
070_positive_train_ball_test_20260730_172702_f00002190_t0000075955_65_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002190_t0000075955_65_aug.jpg
071_positive_train_ball_test_20260730_172702_f00000330_t0000011445_14.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000330_t0000011445_14.jpg
072_positive_train_ball_test_20260730_172702_f00003670_t0000127285_75_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003670_t0000127285_75_aug.jpg
073_positive_train_ball_test_20260730_172702_f00000520_t0000018035_154_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000520_t0000018035_154_aug.jpg
074_positive_train_ball_test_20260730_172702_f00000210_t0000007283_12.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000210_t0000007283_12.jpg
075_positive_train_ball_test_20260730_172702_f00003730_t0000129366_326.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003730_t0000129366_326.jpg
076_positive_train_ball_test_20260730_172702_f00002320_t0000080463_351_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002320_t0000080463_351_aug.jpg
077_positive_train_ball_test_20260730_172702_f00003650_t0000126591_321.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003650_t0000126591_321.jpg
078_positive_train_ball_test_20260730_172702_f00003110_t0000107863_377.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003110_t0000107863_377.jpg
079_positive_val_ball_test_20260730_172702_f00002810_t0000097458_279.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002810_t0000097458_279.jpg
080_positive_test_ball_test_20260730_172702_f00003540_t0000122776_74.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003540_t0000122776_74.jpg
081_positive_train_ball_test_20260730_172702_f00004050_t0000140464_312.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004050_t0000140464_312.jpg
082_positive_train_ball_test_20260730_172702_f00003050_t0000105782_373.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003050_t0000105782_373.jpg
083_positive_train_ball_test_20260730_172702_f00002180_t0000075608_64.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002180_t0000075608_64.jpg
084_positive_train_ball_test_20260730_172702_f00002520_t0000087400_275.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002520_t0000087400_275.jpg
085_positive_test_ball_test_20260730_172702_f00003570_t0000123816_318.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003570_t0000123816_318.jpg
086_positive_train_ball_test_20260730_172702_f00002380_t0000082544_261.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002380_t0000082544_261.jpg
087_positive_train_ball_test_20260730_172702_f00002260_t0000078382_336_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002260_t0000078382_336_aug.jpg
088_positive_train_ball_test_20260730_172702_f00000460_t0000015954_124_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000460_t0000015954_124_aug.jpg
089_positive_train_ball_test_20260730_172702_f00002360_t0000081851_259.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002360_t0000081851_259.jpg
090_positive_train_ball_test_20260730_172702_f00001360_t0000047168_41.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001360_t0000047168_41.jpg
091_positive_train_ball_test_20260730_172702_f00001870_t0000064856_196_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001870_t0000064856_196_aug.jpg
092_positive_train_ball_test_20260730_172702_f00003220_t0000111678_294.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003220_t0000111678_294.jpg
093_positive_val_ball_test_20260730_172702_f00001520_t0000052717_228.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00001520_t0000052717_228.jpg
094_positive_train_ball_test_20260730_172702_f00004200_t0000145666_172_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004200_t0000145666_172_aug.jpg
095_positive_train_ball_test_20260730_172702_f00001380_t0000047862_43.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001380_t0000047862_43.jpg
096_positive_train_ball_test_20260730_172702_f00002070_t0000071793_205.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002070_t0000071793_205.jpg
097_positive_train_ball_test_20260730_172702_f00003910_t0000135609_119.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003910_t0000135609_119.jpg
098_negative_train_ball_test_20260730_185508_f00000080_t0000002775.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000080_t0000002775.jpg
099_positive_test_ball_test_20260730_172702_f00000950_t0000032948_242.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00000950_t0000032948_242.jpg
100_positive_train_ball_test_20260730_172702_f00002560_t0000088787_277.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002560_t0000088787_277.jpg
101_positive_train_ball_test_20260730_172702_f00003100_t0000107516_375_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003100_t0000107516_375_aug.jpg
102_positive_train_ball_test_20260730_172702_f00002250_t0000078036_335.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002250_t0000078036_335.jpg
103_positive_train_ball_test_20260730_172702_f00001410_t0000048902_46_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001410_t0000048902_46_aug.jpg
104_positive_val_ball_test_20260730_172702_f00002790_t0000096764_363.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002790_t0000096764_363.jpg
105_positive_train_ball_test_20260730_172702_f00000090_t0000003121_10_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000090_t0000003121_10_aug.jpg
106_positive_train_ball_test_20260730_172702_f00002210_t0000076648_67_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002210_t0000076648_67_aug.jpg
107_positive_train_ball_test_20260730_172702_f00000470_t0000016301_126.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000470_t0000016301_126.jpg
108_positive_train_ball_test_20260730_172702_f00000030_t0000001040_4.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000030_t0000001040_4.jpg
109_positive_train_ball_test_20260730_172702_f00000720_t0000024971_81_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000720_t0000024971_81_aug.jpg
110_positive_train_ball_test_20260730_172702_f00000160_t0000005549_180.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000160_t0000005549_180.jpg
111_positive_train_ball_test_20260730_172702_f00000650_t0000022544_122.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000650_t0000022544_122.jpg
112_positive_val_ball_test_20260730_172702_f00001740_t0000060348_100.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00001740_t0000060348_100.jpg
113_positive_train_ball_test_20260730_172702_f00002460_t0000085319_265.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002460_t0000085319_265.jpg
114_positive_train_ball_test_20260730_172702_f00003920_t0000135955_210.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003920_t0000135955_210.jpg
115_negative_train_ball_test_20260730_185508_f00000230_t0000007977.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000230_t0000007977.jpg
116_positive_train_ball_test_20260730_172702_f00000250_t0000008671_159_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000250_t0000008671_159_aug.jpg
117_positive_train_ball_test_20260730_172702_f00002290_t0000079423_339.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002290_t0000079423_339.jpg
118_positive_test_ball_test_20260730_172702_f00003440_t0000119308_341.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003440_t0000119308_341.jpg
119_positive_train_ball_test_20260730_172702_f00000750_t0000026012_137_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000750_t0000026012_137_aug.jpg
120_positive_train_ball_test_20260730_172702_f00002220_t0000076995_68.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002220_t0000076995_68.jpg
121_positive_train_ball_test_20260730_172702_f00000010_t0000000347_1_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000010_t0000000347_1_aug.jpg
122_positive_train_ball_test_20260730_172702_f00000260_t0000009017_187_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000260_t0000009017_187_aug.jpg
123_positive_train_ball_test_20260730_172702_f00002130_t0000073874_117.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002130_t0000073874_117.jpg
124_positive_train_ball_test_20260730_172702_f00002370_t0000082197_260_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002370_t0000082197_260_aug.jpg
125_positive_train_ball_test_20260730_172702_f00001240_t0000043006_32_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001240_t0000043006_32_aug.jpg
126_positive_test_ball_test_20260730_172702_f00000960_t0000033295_243.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00000960_t0000033295_243.jpg
127_positive_train_ball_test_20260730_172702_f00003680_t0000127632_299_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003680_t0000127632_299_aug.jpg
128_positive_train_ball_test_20260730_172702_f00004250_t0000147401_79.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004250_t0000147401_79.jpg
129_positive_train_ball_test_20260730_172702_f00000790_t0000027399_141_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000790_t0000027399_141_aug.jpg
130_positive_train_ball_test_20260730_172702_f00004060_t0000140811_99_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004060_t0000140811_99_aug.jpg
131_positive_train_ball_test_20260730_172702_f00000400_t0000013873_236.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000400_t0000013873_236.jpg
132_positive_train_ball_test_20260730_172702_f00000390_t0000013526_148_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000390_t0000013526_148_aug.jpg
133_positive_train_ball_test_20260730_172702_f00000370_t0000012833_123_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000370_t0000012833_123_aug.jpg
134_negative_train_ball_test_20260730_185508_f00000040_t0000001387.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000040_t0000001387.jpg
135_positive_train_ball_test_20260730_172702_f00001880_t0000065203_109_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001880_t0000065203_109_aug.jpg
136_positive_train_ball_test_20260730_172702_f00004010_t0000139077_211_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004010_t0000139077_211_aug.jpg
137_positive_val_ball_test_20260730_172702_f00002880_t0000099886_283.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002880_t0000099886_283.jpg
138_positive_train_ball_test_20260730_172702_f00003230_t0000112024_379_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003230_t0000112024_379_aug.jpg
139_positive_train_ball_test_20260730_172702_f00003870_t0000134221_304_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003870_t0000134221_304_aug.jpg
140_positive_train_ball_test_20260730_172702_f00001440_t0000049943_49_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001440_t0000049943_49_aug.jpg
141_positive_train_ball_test_20260730_172702_f00000280_t0000009711_87.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000280_t0000009711_87.jpg
142_positive_train_ball_test_20260730_172702_f00000000_t0000000000_2.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000000_t0000000000_2.jpg
143_positive_train_ball_test_20260730_172702_f00000190_t0000006590_11.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000190_t0000006590_11.jpg
144_positive_train_ball_test_20260730_172702_f00000400_t0000013873_236_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000400_t0000013873_236_aug.jpg
145_negative_train_ball_test_20260730_185508_f00000040_t0000001387_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000040_t0000001387_aug.jpg
146_positive_test_ball_test_20260730_172702_f00003360_t0000116533_390.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003360_t0000116533_390.jpg
147_negative_train_ball_test_20260730_185508_f00000180_t0000006243_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000180_t0000006243_aug.jpg
